"Education","Marital_Status","Income","Recency","wines","fruits","meat","fish","sweet","gold","dealpurchase","webpurchase","catalog","Store","webvisit","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Age","Total_spent","Total_num","Kids"
"graduate","Single",39552,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,60,384,20,2
"graduate","Single",86358,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,56,1722,18,2
"graduate","Taken",46931,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,45,78,7,3
"non-graduate","Single",16581,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,37,24,4,0
"graduate","Single",63998,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,70,1168,25,0
"graduate","Taken",67381,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,71,957,17,1
"graduate","Single",25930,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,55,15,4,2
"graduate","Taken",42693,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,44,57,5,1
"graduate","Taken",85606,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,46,1956,24,1
"graduate","Single",72903,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,37,2013,21,0
"graduate","Taken",49669,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,48,326,14,1
"graduate","Taken",36778,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,54,77,9,2
"graduate","Single",85696,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,60,1313,20,0
"graduate","Single",10979,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,33,30,8,0
"graduate","Taken",49678,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,61,315,14,1
"graduate","Taken",56129,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,69,660,22,1
"graduate","Taken",37155,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,33,74,7,1
"graduate","Single",21282,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,44,46,7,1
"graduate","Single",33419,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,60,86,8,1
"graduate","Single",63285,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,77,1103,25,0
"graduate","Taken",21255,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,48,61,11,1
"graduate","Taken",42162,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,41,145,9,1
"graduate","Taken",54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,66,684,31,2
"graduate","Taken",57744,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,68,411,16,1
"graduate","Single",26576,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,36,27,4,1
"graduate","Single",57513,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,79,1060,27,0
"graduate","Taken",68142,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,58,1459,24,1
"graduate","Taken",7500,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,43,18,4,1
"graduate","Taken",83145,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,48,1833,26,0
"graduate","Taken",54197,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,62,237,12,1
"graduate","Single",23091,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,59,48,10,2
"graduate","Taken",46049,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,46,515,26,2
"graduate","Taken",56715,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,48,1020,15,0
"graduate","Taken",79410,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,61,1370,11,0
"graduate","Taken",57304,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,71,1026,25,1
"graduate","Taken",44375,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,57,301,12,1
"graduate","Taken",54450,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,66,684,31,2
"graduate","Taken",59594,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,57,499,17,1
"graduate","Taken",80685,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,28,1004,21,0
"graduate","Taken",40344,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,48,218,12,1
"graduate","Taken",62710,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,50,606,22,1
"graduate","Taken",48985,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,54,75,6,1
"graduate","Taken",35322,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,54,106,9,3
"graduate","Taken",77142,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,74,990,17,0
"graduate","Single",81657,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,53,1097,16,0
"non-graduate","Taken",14421,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,26,16,4,0
"graduate","Taken",20130,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,48,34,5,0
"graduate","Taken",74214,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,32,1711,16,0
"graduate","Taken",66726,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,65,438,17,2
"non-graduate","Taken",23724,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,43,75,7,1
"graduate","Taken",47353,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,62,225,13,1
"graduate","Taken",33444,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,70,18,4,2
"graduate","Taken",54386,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,41,470,17,1
"graduate","Single",28510,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,41,91,9,2
"graduate","Single",90638,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,31,2525,18,0
"graduate","Taken",48070,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,72,504,19,1
"graduate","Taken",43140,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,65,235,11,1
"graduate","Single",54959,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,61,1232,21,1
"non-graduate","Single",15056,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,64,88,12,2
"graduate","Single",26954,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,51,17,4,1
"graduate","Single",22327,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,37,24,5,1
"graduate","Taken",44393,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,57,60,7,2
"graduate","Single",62000,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,70,1020,26,1
"graduate","Taken",31497,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,60,155,10,1
"graduate","Taken",45894,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,48,51,5,2
"graduate","Single",78579,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,52,1812,16,0
"graduate","Single",67369,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,53,1461,25,1
"graduate","Single",58401,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,62,96,6,1
"graduate","Single",62307,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,70,160,9,1
"graduate","Taken",43641,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,53,139,10,2
"graduate","Single",63841,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,54,908,22,1
"graduate","Taken",46891,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,57,183,8,1
"graduate","Taken",70091,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,53,1161,19,1
"graduate","Taken",78075,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,50,988,14,0
"graduate","Single",59184,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,61,1072,27,1
"graduate","Taken",54809,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,45,174,12,2
"graduate","Taken",58113,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,63,758,22,1
"graduate","Taken",51412,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,64,195,11,1
"graduate","Single",15287,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,43,31,6,1
"graduate","Taken",66636,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,65,1084,17,0
"graduate","Taken",50965,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,66,685,22,1
"graduate","Taken",84618,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,57,1672,26,0
"graduate","Taken",18351,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,32,43,6,0
"graduate","Taken",40451,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,65,49,5,2
"graduate","Taken",36317,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,57,133,9,1
"graduate","Taken",42213,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,65,363,15,1
"graduate","Taken",65748,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,67,545,18,1
"graduate","Taken",77044,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,50,1065,31,1
"graduate","Taken",74918,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,53,2047,21,0
"graduate","Taken",56721,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,50,296,15,2
"graduate","Single",42160,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,47,140,11,2
"graduate","Single",61559,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,57,530,17,1
"graduate","Taken",33629,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,59,152,13,2
"graduate","Taken",68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,31,1598,24,0
"graduate","Single",34377,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,59,114,8,1
"non-graduate","Single",8940,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,36,101,10,1
"graduate","Taken",26228,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,49,25,4,1
"graduate","Single",77297,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,65,789,22,0
"graduate","Taken",40211,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,41,87,7,2
"graduate","Single",33438,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,64,90,11,2
"graduate","Taken",75032,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,63,1215,20,1
"graduate","Single",61284,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,67,811,22,0
"graduate","Taken",22518,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,36,61,7,1
"graduate","Taken",54730,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,47,405,18,1
"graduate","Taken",38452,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,67,72,9,2
"graduate","Single",44421,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,51,189,14,2
"graduate","Taken",38197,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,36,40,5,1
"graduate","Single",41986,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,44,63,10,1
"graduate","Taken",28427,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,39,52,7,1
"graduate","Taken",37395,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,46,39,5,1
"graduate","Taken",64722,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,51,805,25,1
"graduate","Taken",55249,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,66,130,8,1
"graduate","Taken",84906,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,50,1631,24,0
"graduate","Taken",28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,33,34,5,1
"graduate","Single",44213,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,70,152,12,2
"non-graduate","Single",25707,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,38,21,5,1
"graduate","Taken",59062,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,55,71,7,3
"graduate","Single",76624,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,60,899,23,1
"graduate","Taken",66000,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,75,711,10,0
"graduate","Taken",27683,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,44,351,16,1
"graduate","Single",1730,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,51,8,15,0
"non-graduate","Single",7500,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,30,119,11,1
"graduate","Taken",40521,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,54,21,4,2
"graduate","Taken",20427,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,49,10,4,1
"graduate","Taken",65106,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,47,973,27,1
"graduate","Taken",69969,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,57,1536,13,0
"graduate","Taken",67433,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,70,992,28,2
"graduate","Taken",77766,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,55,1529,34,1
"graduate","Taken",74716,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,50,860,17,1
"graduate","Single",68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,59,928,23,1
"graduate","Taken",55158,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,52,418,18,2
"graduate","Taken",62972,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,67,587,16,1
"graduate","Taken",74190,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,47,641,19,1
"graduate","Taken",39356,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,46,23,4,2
"graduate","Taken",76653,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,53,2279,23,0
"graduate","Single",35860,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,49,49,6,2
"graduate","Single",90687,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,39,1779,17,0
"graduate","Taken",73450,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,40,1804,27,0
"graduate","Taken",31454,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,62,48,8,2
"graduate","Single",47139,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,70,83,7,2
"graduate","Single",83829,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,47,1862,17,0
"graduate","Taken",53378,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,59,793,29,2
"graduate","Taken",19656,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,52,84,9,1
"graduate","Taken",45579,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,74,183,10,1
"graduate","Single",85485,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,64,1383,19,0
"graduate","Taken",55956,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,78,999,16,0
"graduate","Single",64191,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,59,825,24,1
"graduate","Single",38808,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,50,246,14,1
"graduate","Taken",57183,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,56,610,25,2
"graduate","Single",23748,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,54,76,9,1
"graduate","Taken",66303,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,51,1286,22,1
"graduate","Taken",37368,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,47,30,4,1
"graduate","Taken",40800,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,58,99,8,3
"graduate","Single",71847,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,44,1192,22,0
"graduate","Taken",46149,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,47,362,18,1
"graduate","Taken",78687,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,39,2130,19,0
"graduate","Single",49118,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,51,1229,28,0
"graduate","Taken",37633,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,65,38,6,2
"graduate","Taken",39767,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,71,485,17,0
"non-graduate","Taken",26997,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,71,434,13,0
"graduate","Single",33986,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,52,44,5,1
"graduate","Taken",57091,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,50,496,18,1
"graduate","Taken",46831,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,53,78,7,2
"graduate","Taken",83151,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,50,2346,23,0
"graduate","Taken",52531,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,51,794,21,0
"graduate","Taken",15759,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,66,17,4,0
"graduate","Single",22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,51,26,5,1
"graduate","Taken",43050,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,49,76,8,1
"graduate","Single",42997,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,45,15,4,2
"graduate","Single",48918,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,59,62,7,2
"graduate","Taken",60033,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,68,198,10,1
"graduate","Taken",34043,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,44,49,5,1
"graduate","Taken",57811,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,56,802,25,1
"graduate","Taken",78569,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,76,1736,15,0
"graduate","Single",7500,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,44,57,10,2
"graduate","Taken",157733,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,51,59,2,1
"graduate","Taken",94384,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,69,2302,18,0
"graduate","Taken",23148,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,37,6,0
"graduate","Single",44267,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,52,310,16,2
"graduate","Taken",71626,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,43,1305,19,0
"graduate","Taken",60894,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,56,832,26,1
"graduate","Taken",50200,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,46,401,19,2
"graduate","Taken",81051,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,57,1501,23,0
"graduate","Taken",65169,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,40,1189,28,0
"graduate","Taken",59868,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,50,1194,32,1
"graduate","Taken",65695,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,62,656,21,1
"graduate","Single",64857,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,66,1540,23,0
"graduate","Taken",45143,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,57,311,15,1
"graduate","Taken",74805,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,67,820,26,1
"graduate","Taken",59060,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,33,274,14,1
"graduate","Single",27238,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,60,57,9,2
"graduate","Taken",47009,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,57,448,17,1
"graduate","Taken",46094,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,49,44,5,2
"graduate","Taken",40321,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,50,102,8,2
"graduate","Taken",37235,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,38,61,5,1
"graduate","Taken",81843,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,62,1643,27,0
"graduate","Taken",46692,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,64,397,15,1
"graduate","Taken",77382,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,54,1121,26,1
"graduate","Single",37774,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,45,473,16,2
"non-graduate","Taken",18393,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,48,50,8,1
"graduate","Taken",72828,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,60,1678,28,1
"graduate","Taken",24711,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,40,58,7,0
"graduate","Taken",45503,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,47,170,9,1
"graduate","Single",6560,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,40,373,2,0
"graduate","Taken",71604,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,77,1196,17,0
"graduate","Taken",27244,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,43,101,8,1
"graduate","Taken",48752,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,53,316,17,2
"graduate","Taken",71434,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,60,1400,21,1
"graduate","Single",90842,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,74,1424,27,0
"graduate","Taken",88097,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,44,844,20,1
"graduate","Taken",51948,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,47,311,13,1
"graduate","Taken",71853,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,40,1149,17,0
"graduate","Taken",35876,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,39,129,8,0
"graduate","Single",40049,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,70,32,5,1
"graduate","Single",39660,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,40,299,14,1
"graduate","Taken",50127,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,60,320,13,1
"graduate","Taken",43263,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,45,441,16,1
"graduate","Taken",62845,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,73,1178,28,2
"graduate","Taken",18929,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,32,85,6,0
"non-graduate","Single",24367,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,40,24,4,1
"graduate","Single",33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,47,112,8,1
"graduate","Taken",26887,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,63,30,5,1
"graduate","Taken",50150,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,39,410,16,0
"graduate","Taken",62061,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,46,800,24,1
"graduate","Single",85696,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,60,1313,20,0
"graduate","Taken",76542,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,66,1483,23,0
"graduate","Single",70515,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,29,1258,17,0
"graduate","Taken",18227,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,35,28,4,1
"graduate","Taken",69139,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,57,227,11,1
"graduate","Taken",69109,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,40,1555,20,0
"graduate","Single",69627,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,60,861,23,1
"graduate","Taken",38136,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,44,103,8,1
"graduate","Single",62159,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,76,634,19,0
"graduate","Single",80695,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,59,1918,19,0
"graduate","Single",33316,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,51,131,10,2
"graduate","Taken",58554,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,54,586,22,2
"non-graduate","Taken",17256,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,30,62,7,1
"graduate","Single",53034,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,48,447,22,2
